duty, angle
0, 267.954559
0, 267.954559
0, 268.909088
0, 265.772736
0, 267.681824
0, 266.727264
0, 268.090912
0, 264.818176
0, 267.000000
0, 267.272736
0, 266.727264
0, 267.000000
0, 268.909088
0, 266.454559
0, 263.590912
0, 265.227264
0, 265.772736
0, 266.863647
0, 268.090912
0, 265.909088
0, 263.318176
0, 266.045441
0, 267.000000
0, 268.500000
0, 267.272736
0, 268.090912
0, 267.681824
0, 264.000000
0, 268.363647
0, 264.000000
0, 265.227264
0, 266.727264
0, 265.909088
0, 266.181824
0, 264.818176
0, 262.772736
0, 266.454559
0, 267.954559
0, 267.681824
0, 266.863647
0, 268.090912
0, 267.272736
0, 267.272736
0, 266.454559
0, 265.227264
0, 267.681824
0, 265.227264
0, 264.681824
0, 264.818176
0, 266.454559
0, 264.681824
0, 267.272736
0, 266.863647
0, 267.681824
0, 266.863647
0, 266.454559
0, 265.772736
0, 263.181824
0, 265.500000
0, 268.363647
0, 265.227264
