I (7796) Encoder_PWM: Angle: 285.545441, RPM: 15.272461
I (7806) Encoder_PWM: Angle: 287.318176, RPM: 28.363770
I (7816) Encoder_PWM: Angle: 290.863647, RPM: 56.727539
I (7826) Encoder_PWM: Angle: 291.000000, RPM: 2.181641
I (7836) Encoder_PWM: Angle: 294.681824, RPM: 58.909180
I (7846) Encoder_PWM: Angle: 294.818176, RPM: 2.181641
I (7856) Encoder_PWM: Angle: 298.090912, RPM: 52.363770
I (7866) Encoder_PWM: Angle: 300.545441, RPM: 39.272461
I (7876) Encoder_PWM: Angle: 305.318176, RPM: 76.363770
I (7886) Encoder_PWM: Angle: 306.954559, RPM: 26.182129
I (7896) Encoder_PWM: Angle: 307.090912, RPM: 2.181641
I (7906) Encoder_PWM: Angle: 310.090912, RPM: 48.000000
I (7916) Encoder_PWM: Angle: 315.954559, RPM: 93.818359
I (7926) Encoder_PWM: Angle: 317.454559, RPM: 24.000000
I (7936) Encoder_PWM: Angle: 317.590912, RPM: 2.181641
I (7946) Encoder_PWM: Angle: 322.090912, RPM: 72.000000
I (7956) Encoder_PWM: Angle: 323.727264, RPM: 26.181641
I (7966) Encoder_PWM: Angle: 324.545441, RPM: 13.090820
I (7976) Encoder_PWM: Angle: 331.636353, RPM: 113.454590
I (7986) Encoder_PWM: Angle: 337.227264, RPM: 89.454590
I (7996) Encoder_PWM: Angle: 336.545441, RPM: 5749.090820
I (8006) Encoder_PWM: Angle: 340.227264, RPM: 58.909180
I (8016) Encoder_PWM: Angle: 346.909088, RPM: 106.909180
I (8026) Encoder_PWM: Angle: 347.181824, RPM: 4.363770
I (8036) Encoder_PWM: Angle: 352.363647, RPM: 82.909180
I (8046) Encoder_PWM: Angle: 355.909088, RPM: 56.727051
I (8056) Encoder_PWM: Angle: 9.681818, RPM: 220.363770
I (8066) Encoder_PWM: Angle: 12.818182, RPM: 50.181824
I (8076) Encoder_PWM: Angle: 14.863636, RPM: 32.727264
I (8086) Encoder_PWM: Angle: 20.590910, RPM: 91.636383
I (8096) Encoder_PWM: Angle: 24.272728, RPM: 58.909088
I (8106) Encoder_PWM: Angle: 24.000000, RPM: 5755.636230
I (8116) Encoder_PWM: Angle: 25.090910, RPM: 17.454559
I (8126) Encoder_PWM: Angle: 30.545454, RPM: 87.272705
I (8136) Encoder_PWM: Angle: 38.045456, RPM: 120.000031
I (8146) Encoder_PWM: Angle: 35.727272, RPM: 5722.909180
I (8156) Encoder_PWM: Angle: 39.136364, RPM: 54.545471
I (8166) Encoder_PWM: Angle: 45.409092, RPM: 100.363647
I (8176) Encoder_PWM: Angle: 46.500000, RPM: 17.454529
I (8186) Encoder_PWM: Angle: 50.181820, RPM: 58.909119
I (8196) Encoder_PWM: Angle: 49.636364, RPM: 5751.272461
I (8206) Encoder_PWM: Angle: 55.500000, RPM: 93.818176
I (8216) Encoder_PWM: Angle: 57.000000, RPM: 24.000000
I (8226) Encoder_PWM: Angle: 57.136364, RPM: 2.181824
I (8236) Encoder_PWM: Angle: 61.636364, RPM: 72.000000
I (8246) Encoder_PWM: Angle: 65.318184, RPM: 58.909119
I (8256) Encoder_PWM: Angle: 65.590912, RPM: 4.363647
I (8266) Encoder_PWM: Angle: 65.590912, RPM: 0.000000
I (8276) Encoder_PWM: Angle: 68.454544, RPM: 45.818115
I (8286) Encoder_PWM: Angle: 68.181816, RPM: 5755.636230
I (8296) Encoder_PWM: Angle: 73.909088, RPM: 91.636353
I (8306) Encoder_PWM: Angle: 74.727272, RPM: 13.090942
I (8316) Encoder_PWM: Angle: 75.681816, RPM: 15.272705
I (8326) Encoder_PWM: Angle: 77.727272, RPM: 32.727295
I (8336) Encoder_PWM: Angle: 81.545456, RPM: 61.090942
I (8346) Encoder_PWM: Angle: 83.045456, RPM: 24.000000
I (8356) Encoder_PWM: Angle: 85.090912, RPM: 32.727295
I (8366) Encoder_PWM: Angle: 87.545456, RPM: 39.272705
I (8376) Encoder_PWM: Angle: 88.636360, RPM: 17.454468
I (8386) Encoder_PWM: Angle: 91.909088, RPM: 52.363647
I (8396) Encoder_PWM: Angle: 90.136360, RPM: 5731.636230
I (8406) Encoder_PWM: Angle: 89.863640, RPM: 5755.636719
I (8416) Encoder_PWM: Angle: 96.136360, RPM: 100.363525
I (8426) Encoder_PWM: Angle: 98.318184, RPM: 34.909180
I (8436) Encoder_PWM: Angle: 101.454544, RPM: 50.181763
I (8446) Encoder_PWM: Angle: 101.454544, RPM: 0.000000
I (8456) Encoder_PWM: Angle: 104.181816, RPM: 43.636353
I (8466) Encoder_PWM: Angle: 103.500000, RPM: 5749.090820
I (8476) Encoder_PWM: Angle: 103.772728, RPM: 4.363647
I (8486) Encoder_PWM: Angle: 109.363640, RPM: 89.454590
I (8496) Encoder_PWM: Angle: 107.727272, RPM: 5733.818359
I (8506) Encoder_PWM: Angle: 108.954544, RPM: 19.636353
I (8516) Encoder_PWM: Angle: 110.863640, RPM: 30.545532
I (8526) Encoder_PWM: Angle: 113.590912, RPM: 43.636353
I (8536) Encoder_PWM: Angle: 119.181816, RPM: 89.454468
I (8546) Encoder_PWM: Angle: 114.000000, RPM: 5677.090820
I (8556) Encoder_PWM: Angle: 113.181816, RPM: 5746.909180
I (8566) Encoder_PWM: Angle: 119.454544, RPM: 100.363647
I (8576) Encoder_PWM: Angle: 123.136360, RPM: 58.909058
I (8586) Encoder_PWM: Angle: 119.181816, RPM: 5696.727539
I (8596) Encoder_PWM: Angle: 123.272728, RPM: 65.454590
I (8606) Encoder_PWM: Angle: 121.636360, RPM: 5733.818359
I (8616) Encoder_PWM: Angle: 121.636360, RPM: 0.000000
I (8626) Encoder_PWM: Angle: 123.272728, RPM: 26.181885
I (8636) Encoder_PWM: Angle: 126.818184, RPM: 56.727295
I (8646) Encoder_PWM: Angle: 128.045456, RPM: 19.636353
I (8656) Encoder_PWM: Angle: 127.500000, RPM: 5751.272461
I (8666) Encoder_PWM: Angle: 131.181824, RPM: 58.909180
I (8676) Encoder_PWM: Angle: 132.681824, RPM: 24.000000
I (8686) Encoder_PWM: Angle: 133.772720, RPM: 17.454346
I (8696) Encoder_PWM: Angle: 136.500000, RPM: 43.636475
I (8706) Encoder_PWM: Angle: 136.500000, RPM: 0.000000
I (8716) Encoder_PWM: Angle: 137.181824, RPM: 10.909180
I (8726) Encoder_PWM: Angle: 140.727280, RPM: 56.727295
I (8736) Encoder_PWM: Angle: 140.727280, RPM: 0.000000
I (8746) Encoder_PWM: Angle: 147.409088, RPM: 106.908936
I (8756) Encoder_PWM: Angle: 146.045456, RPM: 5738.181641
I (8766) Encoder_PWM: Angle: 148.909088, RPM: 45.818115
I (8776) Encoder_PWM: Angle: 151.772720, RPM: 45.818115
I (8786) Encoder_PWM: Angle: 150.545456, RPM: 5740.363770
I (8796) Encoder_PWM: Angle: 156.000000, RPM: 87.272705
I (8806) Encoder_PWM: Angle: 159.136368, RPM: 50.181885
I (8816) Encoder_PWM: Angle: 158.727280, RPM: 5753.454590
I (8826) Encoder_PWM: Angle: 166.500000, RPM: 124.363525
I (8836) Encoder_PWM: Angle: 165.818176, RPM: 5749.090820
I (8846) Encoder_PWM: Angle: 172.090912, RPM: 100.363770
I (8856) Encoder_PWM: Angle: 171.545456, RPM: 5751.272461
I (8866) Encoder_PWM: Angle: 176.454544, RPM: 78.545410
I (8876) Encoder_PWM: Angle: 183.136368, RPM: 106.909180
I (8886) Encoder_PWM: Angle: 186.000000, RPM: 45.818115
I (8896) Encoder_PWM: Angle: 190.227280, RPM: 67.636475
I (8906) Encoder_PWM: Angle: 192.409088, RPM: 34.908936
I (8916) Encoder_PWM: Angle: 198.545456, RPM: 98.181885
I (8926) Encoder_PWM: Angle: 202.090912, RPM: 56.727295
I (8936) Encoder_PWM: Angle: 207.000000, RPM: 78.545410
I (8946) Encoder_PWM: Angle: 209.863632, RPM: 45.818115
I (8956) Encoder_PWM: Angle: 212.454544, RPM: 41.454590
I (8966) Encoder_PWM: Angle: 215.045456, RPM: 41.454590
I (8976) Encoder_PWM: Angle: 217.090912, RPM: 32.727295
I (8986) Encoder_PWM: Angle: 219.954544, RPM: 45.818115
I (8996) Encoder_PWM: Angle: 223.090912, RPM: 50.181885
I (9006) Encoder_PWM: Angle: 227.181824, RPM: 65.454590
I (9016) Encoder_PWM: Angle: 223.772720, RPM: 5705.454102
I (9026) Encoder_PWM: Angle: 226.363632, RPM: 41.454590
I (9036) Encoder_PWM: Angle: 227.318176, RPM: 15.272705
I (9046) Encoder_PWM: Angle: 229.363632, RPM: 32.727295
I (9056) Encoder_PWM: Angle: 233.318176, RPM: 63.272705
I (9066) Encoder_PWM: Angle: 236.318176, RPM: 48.000000
I (9076) Encoder_PWM: Angle: 234.545456, RPM: 5731.636719
I (9086) Encoder_PWM: Angle: 239.590912, RPM: 80.727295
I (9096) Encoder_PWM: Angle: 239.590912, RPM: 0.000000
I (9106) Encoder_PWM: Angle: 240.136368, RPM: 8.727295
I (9116) Encoder_PWM: Angle: 243.409088, RPM: 52.363525
I (9126) Encoder_PWM: Angle: 247.090912, RPM: 58.909180
I (9136) Encoder_PWM: Angle: 247.772720, RPM: 10.908936
I (9146) Encoder_PWM: Angle: 247.636368, RPM: 5757.818359
I (9156) Encoder_PWM: Angle: 247.909088, RPM: 4.363525
I (9166) Encoder_PWM: Angle: 249.818176, RPM: 30.545410
I (9176) Encoder_PWM: Angle: 250.227280, RPM: 6.545654
I (9186) Encoder_PWM: Angle: 253.363632, RPM: 50.181641
I (9196) Encoder_PWM: Angle: 254.181824, RPM: 13.091064
I (9206) Encoder_PWM: Angle: 254.590912, RPM: 6.545410
I (9216) Encoder_PWM: Angle: 256.772736, RPM: 34.909180
I (9226) Encoder_PWM: Angle: 257.318176, RPM: 8.727051
I (9236) Encoder_PWM: Angle: 258.272736, RPM: 15.272949
I (9246) Encoder_PWM: Angle: 258.136353, RPM: 5757.817871
I (9256) Encoder_PWM: Angle: 259.500000, RPM: 21.818359
I (9266) Encoder_PWM: Angle: 261.681824, RPM: 34.909180
I (9276) Encoder_PWM: Angle: 264.681824, RPM: 48.000000
I (9286) Encoder_PWM: Angle: 268.090912, RPM: 54.545410
I (9296) Encoder_PWM: Angle: 264.954559, RPM: 5709.818359
I (9306) Encoder_PWM: Angle: 267.272736, RPM: 37.090820
I (9316) Encoder_PWM: Angle: 268.909088, RPM: 26.181641
I (9326) Encoder_PWM: Angle: 268.090912, RPM: 5746.909180
I (9336) Encoder_PWM: Angle: 269.727264, RPM: 26.181641
I (9346) Encoder_PWM: Angle: 274.227264, RPM: 72.000000
I (9356) Encoder_PWM: Angle: 273.136353, RPM: 5742.545410
I (9366) Encoder_PWM: Angle: 273.954559, RPM: 13.091309
I (9376) Encoder_PWM: Angle: 276.000000, RPM: 32.727051
I (9386) Encoder_PWM: Angle: 274.636353, RPM: 5738.181641
